 srcIp, dstIp, ipProto, srcPort, dstPort,srcMac, dstMac, ethType, protocol
192.168.1.156,89.30.121.150,6,38366,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38367,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38369,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38371,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38376,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38379,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38383,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38386,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38387,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38388,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38393,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38397,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38404,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38407,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38410,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38411,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38415,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38424,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38425,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38428,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38429,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38432,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38434,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38436,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38438,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38447,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38448,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38451,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38452,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38454,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38457,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38460,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38467,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38468,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38474,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38477,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38481,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38482,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38485,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38490,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38495,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38498,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38530,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38541,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38544,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38547,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38548,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38551,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38554,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38556,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38557,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38559,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38560,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38561,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38567,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38570,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38574,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38581,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38585,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38588,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38598,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38660,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38661,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38663,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38665,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38667,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38672,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38674,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38684,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38692,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38695,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38696,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38702,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38790,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38793,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38797,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38799,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38815,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38817,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38821,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38901,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38911,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38913,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38916,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38917,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38920,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38946,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38948,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38950,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38960,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39100,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39102,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39103,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39107,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39109,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39110,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39112,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39116,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39122,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39129,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39136,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39137,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39140,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39144,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39151,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39154,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39161,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39162,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39168,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39179,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39181,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39184,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39185,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39189,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39190,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39192,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39196,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39199,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39202,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39213,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39214,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39216,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39217,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39221,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39224,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39227,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39230,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39231,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39234,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39237,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39241,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39244,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39245,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39248,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39251,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39261,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39262,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39266,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39268,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39269,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39271,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39274,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39279,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39280,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39282,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39283,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39285,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39287,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39289,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39290,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39295,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39298,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39299,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39301,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39302,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39308,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39309,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39311,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39318,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39319,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39321,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39324,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39330,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39333,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39336,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39337,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39339,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39344,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39346,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39347,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39350,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39354,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39364,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39367,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39368,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39371,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39374,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39377,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39378,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39387,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39394,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39395,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39397,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39399,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39401,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39402,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39406,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39408,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39409,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39412,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39416,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39418,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39419,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39421,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39422,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39423,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39428,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39429,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39432,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39436,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39438,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39451,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39453,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39459,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39460,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39461,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39463,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39469,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39470,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39476,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39481,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39483,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39493,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39494,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39503,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39504,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39511,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39513,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39514,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39521,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39522,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39523,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39524,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39525,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39532,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39534,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39535,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39537,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39539,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39545,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39549,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39552,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39556,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39562,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39563,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39566,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39572,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39573,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39576,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39579,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39580,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39584,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39586,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39589,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39601,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39604,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39614,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39618,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39628,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39634,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39635,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39637,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39638,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39641,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39645,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39649,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39651,80,0,0,2,2
192.168.1.156,89.30.121.150,6,39652,80,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36101,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36108,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36111,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36112,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36119,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36121,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36122,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36125,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36126,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36200,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36202,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36203,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36206,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36207,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36209,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36211,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36213,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36214,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36216,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36219,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36220,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36223,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36225,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36229,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36230,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36232,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36233,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36236,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36237,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36240,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36243,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36245,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36248,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36249,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36253,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36255,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36256,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36258,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36308,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36340,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36461,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36466,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36469,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36470,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36476,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36477,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36479,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36487,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36489,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36490,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36491,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36494,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36495,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36497,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36498,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36528,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36535,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36536,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36539,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36543,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36544,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36546,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36548,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36556,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36563,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36565,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36569,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36580,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36583,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36587,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36589,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36590,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36597,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36598,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36613,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36615,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36617,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36619,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36623,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36625,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36626,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36627,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36630,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36633,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36648,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36650,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36653,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36658,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36660,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36662,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36663,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36671,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36672,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36675,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36678,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36681,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36685,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36692,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36751,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36753,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36756,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36758,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36761,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36763,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36767,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36780,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36790,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36792,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36796,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36798,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36799,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36879,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36886,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36889,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36890,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36893,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36896,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36963,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36966,0,0,2,2
89.30.121.150,192.168.1.156,6,80,36967,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37304,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37405,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37413,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37423,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37425,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37426,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37429,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37430,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37433,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37435,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37437,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37439,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37440,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37442,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37446,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37447,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37450,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37454,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37458,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37501,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37502,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37505,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37516,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37519,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37521,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37522,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37526,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37532,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37538,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37539,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37542,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37549,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37551,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37554,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37561,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37568,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37571,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37576,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37578,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37579,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37580,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37586,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37588,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37607,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37610,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37613,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37614,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37639,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37641,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37645,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37646,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37650,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37652,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37653,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37657,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37659,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37660,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37664,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37665,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37671,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37672,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37675,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37678,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37679,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37682,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37684,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37689,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37695,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37696,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37699,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37724,0,0,2,2
89.30.121.150,192.168.1.156,6,80,37727,0,0,2,2
